D,gamma,accuracy,method,cutoff,dataset type
3,0,0.1865,BiGNA,100,0m
3,0,0.1865,BiGNA,100,0r
3,0,0.18831000000000003,BiGNA,1000,0m
3,0,0.18831000000000003,BiGNA,1000,0r
3,0,0.23313000000000003,rMixMED,1000,1m
3,0,0.19579999999999992,rMixMED,100,1m
3,0,0.1445,rMED,20,1m
3,0,0.28213,MixStuart,1000,1m
3,0,0.39880000000000004,MixStuart,100,1m
3,0,0.42012,BIRRA,1000,0m
3,0,0.29196,stuart,1000,1r
3,0,0.1075,MC2,20,0r
3,0,0.12679999999999994,MC2,100,0m
3,0,0.12679999999999994,MC2,100,0r
3,0,0.15851999999999997,MC2,1000,0m
3,0,0.15851999999999997,MC2,1000,0r
3,0,0.3139000000000001,stuart,100,1m
3,0,0.2851999999999999,BIRRA,100,1m
3,0,0.1655,BIRRA,20,1m
3,0,0.3018,rMixMEAN,100,1m
3,0,0.3139000000000001,stuart,100,1r
3,0,0.1465,RepeatChoice,20,1r
3,0,0.19309999999999994,RepeatChoice,100,1r
3,0,0.23514999999999997,RepeatChoice,1000,1r
3,0,0.3845,MixStuart,20,1m
3,0,0.39750000000000013,BIRRA,20,0m
3,0,0.5485999999999998,BIRRA,100,0m
3,0,0.26875000000000004,tMED,1000,1m
3,0,0.2669999999999999,tMED,100,1m
3,0,0.184,tMED,20,1m
3,0,0.24650000000000002,stuart,20,1r
3,0,0.29196,stuart,1000,1m
3,0,0.1635,BiGNA,20,1r
3,0,0.1909,RepeatChoice,100,0r
3,0,0.18921999999999997,tL2,1000,0r
3,0,0.3636599999999999,MAIC,1000,1m
3,0,0.3961,MAIC,100,1m
3,0,0.32350000000000007,MAIC,20,1m
3,0,0.27537999999999996,rMEAN,1000,1r
3,0,0.21359999999999993,rMEAN,100,1r
3,0,0.10750000000000001,rMEAN,20,1r
3,0,0.18056000000000008,rMED,1000,0r
3,0,0.13759999999999994,tL2,100,0r
3,0,0.16429999999999992,rMED,100,0r
3,0,0.2616199999999999,BARD,1000,0r
3,0,0.2616199999999999,BARD,1000,0m
3,0,0.23890000000000008,BARD,100,0r
3,0,0.23890000000000008,BARD,100,0m
3,0,0.18450000000000005,BARD,20,0r
3,0,0.18400000000000008,rMixMED,20,1m
3,0,0.18450000000000005,BARD,20,0m
3,0,0.4425,stuart,20,0r
3,0,0.145,rMED,20,0r
3,0,0.09550000000000003,tL2,20,0r
3,0,0.29500000000000004,BiGbottom,20,1m
3,0,0.29500000000000004,BiGbottom,20,1r
3,0,0.25799999999999995,VC,1000,1r
3,0,0.19360000000000002,VC,100,1r
3,0,0.29796,rMixGEO,1000,1m
3,0,0.3949000000000001,rMixGEO,100,1m
3,0,0.3740000000000001,rMixGEO,20,1m
3,0,0.10450000000000002,VC,20,1r
3,0,0.33743,BiGbottom,1000,1r
3,0,0.33743,BiGbottom,1000,1m
3,0,0.27619,tGEO,1000,1m
3,0,0.2932,tGEO,100,1m
3,0,0.25550000000000006,tGEO,20,1m
3,0,0.3525,BiGbottom,100,1r
3,0,0.2150000000000001,VC,20,1m
3,0,0.2465,VC,100,1m
3,0,0.26861,VC,1000,1m
3,0,0.3525,BiGbottom,100,1m
3,0,0.34445999999999993,MAIC,1000,1r
3,0,0.2763999999999999,MAIC,100,1r
3,0,0.1685,MAIC,20,1r
3,0,0.27619,tGEO,1000,1r
3,0,0.48009999999999997,stuart,100,0r
3,0,0.27175,stuart,1000,0r
3,0,0.24451,tGEO,1000,0r
3,0,0.41190000000000004,MC3,100,0m
3,0,0.3055000000000001,MC3,20,0r
3,0,0.3055000000000001,MC3,20,0m
3,0,0.42649999999999993,rMEAN,100,0r
3,0,0.3185,rMEAN,20,0r
3,0,0.33111999999999997,BiGbottom,1000,0r
3,0,0.33111999999999997,BiGbottom,1000,0m
3,0,0.1635,BiGNA,20,1m
3,0,0.27537999999999996,rMEAN,1000,1m
3,0,0.54,BiGbottom,100,0r
3,0,0.54,BiGbottom,100,0m
3,0,0.49299999999999977,BiGbottom,20,0r
3,0,0.49299999999999977,BiGbottom,20,0m
3,0,0.21359999999999993,rMEAN,100,1m
3,0,0.10750000000000001,rMEAN,20,1m
3,0,0.4244999999999998,rGEO,20,0r
3,0,0.4751000000000002,rGEO,100,0r
3,0,0.29325999999999985,rGEO,1000,0r
3,0,0.16099999999999998,RepeatChoice,20,0r
3,0,0.2995999999999999,rMEAN,1000,0r
3,0,0.1872900000000001,RepeatChoice,1000,0r
3,0,0.28464000000000006,RRA,1000,1m
3,0,0.41190000000000004,MC3,100,0r
3,0,0.2932,tGEO,100,1r
3,0,0.25550000000000006,tGEO,20,1r
3,0,0.2989600000000001,MC3,1000,1r
3,0,0.36140000000000005,tGEO,100,0r
3,0,0.3799999999999997,tGEO,20,0r
3,0,0.2989600000000001,MC3,1000,1m
3,0,0.2536999999999999,MC3,100,1r
3,0,0.22050000000000003,RRA,20,1m
3,0,0.29900000000000004,RRA,100,1m
3,0,0.2536999999999999,MC3,100,1m
3,0,0.14250000000000002,MC3,20,1r
3,0,0.14250000000000002,MC3,20,1m
3,0,0.184,tMED,20,1r
3,0,0.2669999999999999,tMED,100,1r
3,0,0.1235,tMEAN,20,0r
3,0,0.18689999999999996,tMEAN,100,0r
3,0,0.20230000000000012,tMEAN,1000,0r
3,0,0.30253000000000013,MC3,1000,0r
3,0,0.30253000000000013,MC3,1000,0m
3,0,0.26875000000000004,tMED,1000,1r
3,0,0.29000000000000015,tMED,20,0r
3,0,0.4255000000000001,RRA,20,0r
3,0,0.46488000000000007,MAIC,1000,0m
3,0,0.2875499999999999,VC,1000,0r
3,0,0.25932999999999995,RRA,1000,0m
3,0,0.22397999999999998,RepeatChoice,1000,0m
3,0,0.16539999999999996,RepeatChoice,100,0m
3,0,0.3763000000000001,VC,100,0r
3,0,0.653,MAIC,20,0m
3,0,0.18921999999999997,tL2,1000,0m
3,0,0.1235,tMEAN,20,0m
3,0,0.36546000000000006,MAIC,1000,0r
3,0,0.7456999999999999,MAIC,100,0m
3,0,0.20230000000000012,tMEAN,1000,0m
3,0,0.3580899999999999,rMixGEO,1000,0m
3,0,0.6820999999999998,rMixGEO,100,0m
3,0,0.6405000000000003,rMixGEO,20,0m
3,0,0.46909999999999985,RRA,100,0m
3,0,0.4255000000000001,RRA,20,0m
3,0,0.285,VC,20,0r
3,0,0.13759999999999994,tL2,100,0m
3,0,0.18689999999999996,tMEAN,100,0m
3,0,0.09550000000000003,tL2,20,0m
3,0,0.29900000000000004,RRA,100,1r
3,0,0.36140000000000005,tGEO,100,0m
3,0,0.30767999999999995,BARD,1000,1r
3,0,0.196,BARD,20,1m
3,0,0.25932999999999995,RRA,1000,0r
3,0,0.28404,MixStuart,1000,0m
3,0,0.17980000000000004,rMixMED,1000,0m
3,0,0.6700999999999999,MixStuart,100,0m
3,0,0.6579999999999999,MixStuart,20,0m
3,0,0.18056000000000008,rMED,1000,0m
3,0,0.3799999999999997,tGEO,20,0m
3,0,0.1539999999999999,rMixMED,100,0m
3,0,0.16429999999999992,rMED,100,0m
3,0,0.4244999999999998,rGEO,20,0m
3,0,0.4751000000000002,rGEO,100,0m
3,0,0.29325999999999985,rGEO,1000,0m
3,0,0.30767999999999995,BARD,1000,1m
3,0,0.145,rMED,20,0m
3,0,0.28464000000000006,RRA,1000,1r
3,0,0.24451,tGEO,1000,0m
3,0,0.1255,rMixMED,20,0m
3,0,0.2779999999999998,BARD,100,1m
3,0,0.2779999999999998,BARD,100,1r
3,0,0.48009999999999997,stuart,100,0m
3,0,0.27175,stuart,1000,0m
3,0,0.59,rMixMEAN,20,0m
3,0,0.21050000000000002,MC1,100,1m
3,0,0.4425,stuart,20,0m
3,0,0.2995999999999999,rMEAN,1000,0m
3,0,0.21050000000000002,MC1,100,1r
3,0,0.42649999999999993,rMEAN,100,0m
3,0,0.46909999999999985,RRA,100,0r
3,0,0.3185,rMEAN,20,0m
3,0,0.22159999999999996,MC1,100,0r
3,0,0.24271999999999988,MC1,1000,0m
3,0,0.35699,VC,1000,0m
3,0,0.6126000000000003,VC,100,0m
3,0,0.5684999999999999,VC,20,0m
3,0,0.24271999999999988,MC1,1000,0r
3,0,0.25465000000000004,MC1,1000,1m
3,0,0.25465000000000004,MC1,1000,1r
3,0,0.2251499999999999,tMED,1000,0r
3,0,0.11250000000000003,MC1,20,1r
3,0,0.11250000000000003,MC1,20,1m
3,0,0.6515,rMixMEAN,100,0m
3,0,0.31255999999999995,rMixMEAN,1000,0m
3,0,0.13649999999999995,MC1,20,0m
3,0,0.13649999999999995,MC1,20,0r
3,0,0.5109000000000001,MAIC,100,0r
3,0,0.22050000000000003,RRA,20,1r
3,0,0.25559,rMED,1000,1r
3,0,0.196,BARD,20,1r
3,0,0.21069999999999994,rMED,100,1r
3,0,0.09249999999999999,RepeatChoice,20,0m
3,0,0.3889999999999999,MAIC,20,0r
3,0,0.1445,rMED,20,1r
3,0,0.22159999999999996,MC1,100,0m
3,0,0.3579999999999998,tMED,100,0r
3,0.2,0.21809,rMED,1000,1m
3,0.2,0.5404000000000001,VC,100,0m
3,0.2,0.3358899999999999,VC,1000,0m
3,0.2,0.21809,rMED,1000,1r
3,0.2,0.17089999999999997,rMED,100,1m
3,0.2,0.27862999999999993,stuart,1000,1r
3,0.2,0.2811000000000002,stuart,100,1r
3,0.2,0.21650000000000005,stuart,20,1r
3,0.2,0.2863499999999998,MC3,1000,0r
3,0.2,0.12199999999999997,rMED,20,1m
3,0.2,0.12749999999999995,BIRRA,20,1m
3,0.2,0.4150000000000001,BiGbottom,20,0r
3,0.2,0.27927,rGEO,1000,1r
3,0.2,0.21859999999999985,MC3,100,1r
3,0.2,0.21859999999999985,MC3,100,1m
3,0.2,0.3360000000000001,tGEO,20,0r
3,0.2,0.1275,MC3,20,1r
3,0.2,0.335,tGEO,100,0r
3,0.2,0.2534,tGEO,1000,0r
3,0.2,0.1275,MC3,20,1m
3,0.2,0.3825,stuart,20,0r
3,0.2,0.42160000000000003,stuart,100,0r
3,0.2,0.2695000000000001,stuart,1000,0r
3,0.2,0.26300000000000007,tMED,20,0r
3,0.2,0.3261,tMED,100,0r
3,0.2,0.23020000000000007,tMED,1000,0r
3,0.2,0.3150000000000001,MAIC,20,0r
3,0.2,0.43809999999999993,MAIC,100,0r
3,0.2,0.3638899999999999,MAIC,1000,0r
3,0.2,0.2776,rGEO,100,1r
3,0.2,0.2100000000000001,rGEO,20,1r
3,0.2,0.28278000000000014,MC3,1000,1m
3,0.2,0.28278000000000014,MC3,1000,1r
3,0.2,0.4655,BiGbottom,100,0m
3,0.2,0.4655,BiGbottom,100,0r
3,0.2,0.264,rMEAN,20,0r
3,0.2,0.3734000000000001,rMEAN,100,0r
3,0.2,0.40460000000000007,BIRRA,1000,0r
3,0.2,0.47779999999999995,BIRRA,100,0r
3,0.2,0.3279999999999999,BIRRA,20,0r
3,0.2,0.30299,BIRRA,1000,1m
3,0.2,0.4150000000000001,BiGbottom,20,0m
3,0.2,0.22979999999999998,BIRRA,100,1m
3,0.2,0.3158300000000001,BiGbottom,1000,0m
3,0.2,0.3158300000000001,BiGbottom,1000,0r
3,0.2,0.16525000000000006,MC2,1000,0r
3,0.2,0.16525000000000006,MC2,1000,0m
3,0.2,0.10079999999999988,MC2,100,0r
3,0.2,0.10079999999999988,MC2,100,0m
3,0.2,0.08349999999999998,MC2,20,0r
3,0.2,0.08349999999999998,MC2,20,0m
3,0.2,0.17089999999999997,rMED,100,1r
3,0.2,0.12199999999999997,rMED,20,1r
3,0.2,0.2864200000000001,rMEAN,1000,0r
3,0.2,0.2100000000000001,rGEO,20,1m
3,0.2,0.3499999999999999,MixStuart,20,1m
3,0.2,0.40460000000000007,BIRRA,1000,0m
3,0.2,0.47779999999999995,BIRRA,100,0m
3,0.2,0.3279999999999999,BIRRA,20,0m
3,0.2,0.20921999999999996,tL2,1000,1m
3,0.2,0.11619999999999994,tL2,100,1m
3,0.2,0.06449999999999997,tL2,20,1m
3,0.2,0.06449999999999997,tL2,20,1r
3,0.2,0.11619999999999994,tL2,100,1r
3,0.2,0.20921999999999996,tL2,1000,1r
3,0.2,0.25381,MC1,1000,1r
3,0.2,0.25381,MC1,1000,1m
3,0.2,0.19339999999999996,MC1,100,1r
3,0.2,0.19339999999999996,MC1,100,1m
3,0.2,0.10899999999999997,MC1,20,1r
3,0.2,0.36050000000000004,rGEO,20,0m
3,0.2,0.10899999999999997,MC1,20,1m
3,0.2,0.387,MixStuart,100,1m
3,0.2,0.2279400000000001,tMEAN,1000,1r
3,0.2,0.27651999999999993,MixStuart,1000,1m
3,0.2,0.27669999999999995,tGEO,100,1m
3,0.2,0.23983000000000004,MC1,1000,0r
3,0.2,0.23983000000000004,MC1,1000,0m
3,0.2,0.21440000000000012,MC1,100,0r
3,0.2,0.1115,rMED,20,0m
3,0.2,0.21440000000000012,MC1,100,0m
3,0.2,0.115,MC1,20,0r
3,0.2,0.115,MC1,20,0m
3,0.2,0.25682000000000005,tMED,1000,1m
3,0.2,0.20599999999999988,tMED,100,1m
3,0.2,0.14250000000000002,tMED,20,1m
3,0.2,0.21819000000000005,tMEAN,1000,0r
3,0.2,0.19330000000000003,tMEAN,100,0r
3,0.2,0.115,tMEAN,20,0r
3,0.2,0.3355300000000001,MAIC,1000,1m
3,0.2,0.3592000000000001,MAIC,100,1m
3,0.2,0.288,MAIC,20,1m
3,0.2,0.2727299999999999,tGEO,1000,1m
3,0.2,0.2305,tGEO,20,1m
3,0.2,0.14419999999999997,tMEAN,100,1r
3,0.2,0.4139999999999999,rGEO,100,0m
3,0.2,0.28328,rGEO,1000,0m
3,0.2,0.13999999999999993,MAIC,20,1r
3,0.2,0.23540000000000005,MAIC,100,1r
3,0.2,0.31113,MAIC,1000,1r
3,0.2,0.25400000000000006,MC3,20,0m
3,0.2,0.25400000000000006,MC3,20,0r
3,0.2,0.07199999999999997,tL2,20,0r
3,0.2,0.2662,VC,1000,0r
3,0.2,0.14209999999999995,tL2,100,0r
3,0.2,0.20143999999999995,tL2,1000,0r
3,0.2,0.34819999999999995,MC3,100,0m
3,0.2,0.34819999999999995,MC3,100,0r
3,0.2,0.2863499999999998,MC3,1000,0m
3,0.2,0.25372,rMEAN,1000,1r
3,0.2,0.1705,rMEAN,100,1r
3,0.2,0.09549999999999997,rMEAN,20,1r
3,0.2,0.27927,rGEO,1000,1m
3,0.2,0.2776,rGEO,100,1m
3,0.2,0.25682000000000005,tMED,1000,1r
3,0.2,0.20599999999999988,tMED,100,1r
3,0.2,0.14250000000000002,tMED,20,1r
3,0.2,0.19050000000000009,BiGNA,20,0m
3,0.2,0.25399999999999995,BiGbottom,20,1m
3,0.2,0.25399999999999995,BiGbottom,20,1r
3,0.2,0.31549999999999995,BiGbottom,100,1m
3,0.2,0.31549999999999995,BiGbottom,100,1r
3,0.2,0.30589,BiGbottom,1000,1m
3,0.2,0.30589,BiGbottom,1000,1r
3,0.2,0.08549999999999996,tMEAN,20,1r
3,0.2,0.2305,tGEO,20,1r
3,0.2,0.4705,VC,20,0m
3,0.2,0.27669999999999995,tGEO,100,1r
3,0.2,0.20429999999999993,BiGNA,1000,0r
3,0.2,0.20429999999999993,BiGNA,1000,0m
3,0.2,0.22797,VC,1000,1m
3,0.2,0.21790000000000004,VC,100,1m
3,0.2,0.18050000000000005,VC,20,1m
3,0.2,0.20759999999999995,BiGNA,100,0r
3,0.2,0.20759999999999995,BiGNA,100,0m
3,0.2,0.19050000000000009,BiGNA,20,0r
3,0.2,0.2727299999999999,tGEO,1000,1r
3,0.2,0.31390000000000007,VC,100,0r
3,0.2,0.15649999999999983,rMED,100,0m
3,0.2,0.5811999999999998,rMixMEAN,100,0m
3,0.2,0.2016499999999999,RepeatChoice,1000,1r
3,0.2,0.1935,BARD,20,1m
3,0.2,0.6775,MAIC,100,0m
3,0.2,0.5585,MAIC,20,0m
3,0.2,0.1935,BARD,20,1r
3,0.2,0.2789000000000001,BARD,100,1m
3,0.2,0.2789000000000001,BARD,100,1r
3,0.2,0.26863999999999993,MC2,1000,1r
3,0.2,0.26863999999999993,MC2,1000,1m
3,0.2,0.15759999999999993,rMixMED,100,1m
3,0.2,0.17873999999999998,rMixMED,1000,1m
3,0.2,0.34350999999999987,rMixGEO,1000,0m
3,0.2,0.5099999999999999,rMixMEAN,20,0m
3,0.2,0.6239999999999999,rMixGEO,100,0m
3,0.2,0.41350000000000003,RRA,100,0m
3,0.2,0.30228,rMixMEAN,1000,0m
3,0.2,0.5669999999999998,rMixGEO,20,0m
3,0.2,0.19496999999999998,rMED,1000,0r
3,0.2,0.23034999999999997,BiGNA,1000,1r
3,0.2,0.23034999999999997,BiGNA,1000,1m
3,0.2,0.29097999999999996,BARD,1000,1m
3,0.2,0.29097999999999996,BARD,1000,1r
3,0.2,0.1910000000000001,RRA,20,1r
3,0.2,0.22039999999999996,BiGNA,100,1r
3,0.2,0.13049999999999998,RepeatChoice,20,1r
3,0.2,0.15889999999999993,RepeatChoice,100,1r
3,0.2,0.15649999999999983,rMED,100,0r
3,0.2,0.1115,rMED,20,0r
3,0.2,0.09549999999999997,rMEAN,20,1m
3,0.2,0.09550000000000003,RepeatChoice,20,0m
3,0.2,0.21650000000000005,stuart,20,1m
3,0.2,0.15749999999999997,RepeatChoice,20,0r
3,0.2,0.23020000000000007,tMED,1000,0m
3,0.2,0.17959999999999998,RepeatChoice,100,0r
3,0.2,0.3261,tMED,100,0m
3,0.2,0.26300000000000007,tMED,20,0m
3,0.2,0.15889999999999987,RepeatChoice,100,0m
3,0.2,0.2081000000000001,RepeatChoice,1000,0m
3,0.2,0.22226999999999997,RepeatChoice,1000,0r
3,0.2,0.115,tMEAN,20,0m
3,0.2,0.19330000000000003,tMEAN,100,0m
3,0.2,0.20625999999999992,RepeatChoice,1000,1m
3,0.2,0.22979999999999998,BIRRA,100,1r
3,0.2,0.16500000000000004,BARD,20,0r
3,0.2,0.21649999999999991,BARD,100,0m
3,0.2,0.21819000000000005,tMEAN,1000,0m
3,0.2,0.4356699999999997,MAIC,1000,0m
3,0.2,0.26945,rMixMEAN,1000,1m
3,0.2,0.27279999999999993,rMixMEAN,100,1m
3,0.2,0.23099999999999998,rMixMEAN,20,1m
3,0.2,0.25372,rMEAN,1000,1m
3,0.2,0.21649999999999991,BARD,100,0r
3,0.2,0.1495,rMixMED,20,1m
3,0.2,0.26180000000000003,RRA,1000,0r
3,0.2,0.1705,rMEAN,100,1m
3,0.2,0.16500000000000004,BARD,20,0m
3,0.2,0.19879999999999995,RepeatChoice,100,1m
3,0.2,0.3644999999999999,RRA,20,0m
3,0.2,0.2534,tGEO,1000,0m
3,0.2,0.28606,rMixGEO,1000,1m
3,0.2,0.139,RepeatChoice,20,1m
3,0.2,0.3764000000000001,rMixGEO,100,1m
3,0.2,0.20143999999999995,tL2,1000,0m
3,0.2,0.2681199999999999,BARD,1000,0m
3,0.2,0.12749999999999995,BIRRA,20,1r
3,0.2,0.3644999999999999,RRA,20,0r
3,0.2,0.16900000000000007,BiGNA,20,1r
3,0.2,0.337,rMixGEO,20,1m
3,0.2,0.19469999999999996,rMixMED,1000,0m
3,0.2,0.15079999999999985,rMixMED,100,0m
3,0.2,0.3825,stuart,20,0m
3,0.2,0.09050000000000001,rMixMED,20,0m
3,0.2,0.16900000000000007,BiGNA,20,1m
3,0.2,0.27862999999999993,stuart,1000,1m
3,0.2,0.2681199999999999,BARD,1000,0r
3,0.2,0.14209999999999995,tL2,100,0m
3,0.2,0.07199999999999997,tL2,20,0m
3,0.2,0.07749999999999997,VC,20,1r
3,0.2,0.14189999999999997,VC,100,1r
3,0.2,0.2148599999999999,VC,1000,1r
3,0.2,0.4139999999999999,rGEO,100,0r
3,0.2,0.28328,rGEO,1000,0r
3,0.2,0.26180000000000003,RRA,1000,0m
3,0.2,0.30299,BIRRA,1000,1r
3,0.2,0.2811000000000002,stuart,100,1m
3,0.2,0.41350000000000003,RRA,100,0r
3,0.2,0.19496999999999998,rMED,1000,0m
3,0.2,0.08549999999999996,tMEAN,20,1m
3,0.2,0.335,tGEO,100,0m
3,0.2,0.3360000000000001,tGEO,20,0m
3,0.2,0.21000000000000005,MC2,100,1r
3,0.2,0.21000000000000005,MC2,100,1m
3,0.2,0.13949999999999999,MC2,20,1r
3,0.2,0.13949999999999999,MC2,20,1m
3,0.2,0.28493999999999986,MixStuart,1000,0m
3,0.2,0.6180000000000002,MixStuart,100,0m
3,0.2,0.5855,MixStuart,20,0m
3,0.2,0.22039999999999996,BiGNA,100,1m
3,0.2,0.27128,RRA,1000,1m
3,0.2,0.2626,RRA,100,1m
3,0.2,0.264,rMEAN,20,0m
3,0.2,0.1910000000000001,RRA,20,1m
3,0.2,0.2205,VC,20,0r
3,0.2,0.14419999999999997,tMEAN,100,1m
3,0.2,0.3734000000000001,rMEAN,100,0m
3,0.2,0.2279400000000001,tMEAN,1000,1m
3,0.2,0.36050000000000004,rGEO,20,0r
3,0.2,0.27128,RRA,1000,1r
3,0.2,0.42160000000000003,stuart,100,0m
3,0.2,0.2626,RRA,100,1r
3,0.2,0.2864200000000001,rMEAN,1000,0m
3,0.2,0.2695000000000001,stuart,1000,0m
3,0.5,0.08399999999999996,MC2,20,1r
3,0.5,0.138,BARD,20,1r
3,0.5,0.10399999999999993,tMED,20,1r
3,0.5,0.20509999999999992,VC,100,0r
3,0.5,0.17669999999999994,BARD,100,1m
3,0.5,0.17669999999999994,BARD,100,1r
3,0.5,0.22264,BARD,1000,1m
3,0.5,0.1267,MC2,100,1m
3,0.5,0.22840999999999997,VC,1000,0r
3,0.5,0.23089999999999988,tMED,100,0m
3,0.5,0.19956,tMED,1000,1r
3,0.5,0.23948,MC1,1000,0r
3,0.5,0.23948,MC1,1000,0m
3,0.5,0.24950000000000003,MixStuart,20,1m
3,0.5,0.2776,MixStuart,100,1m
3,0.5,0.24211999999999997,MixStuart,1000,1m
3,0.5,0.15879999999999997,MC1,100,0r
3,0.5,0.24975000000000003,stuart,1000,0r
3,0.5,0.15249000000000001,MC2,1000,0r
3,0.5,0.07899999999999996,tMEAN,20,0m
3,0.5,0.1424999999999999,tMED,100,1r
3,0.5,0.14249999999999985,tMEAN,100,0m
3,0.5,0.08399999999999996,MC2,20,1m
3,0.5,0.1345000000000001,VC,20,0r
3,0.5,0.17908000000000002,rMixMED,1000,1m
3,0.5,0.1339999999999999,rMixMED,100,1m
3,0.5,0.11199999999999999,rMixMED,20,1m
3,0.5,0.1425,RRA,20,1r
3,0.5,0.18719999999999995,RRA,100,1r
3,0.5,0.23076999999999998,RRA,1000,1r
3,0.5,0.138,BARD,20,1m
3,0.5,0.20865999999999993,tMEAN,1000,0m
3,0.5,0.22264,BARD,1000,1r
3,0.5,0.27022000000000007,BiGbottom,1000,0r
3,0.5,0.15189999999999995,MAIC,100,1r
3,0.5,0.03399999999999999,tL2,20,1m
3,0.5,0.06849999999999995,tL2,100,1m
3,0.5,0.14111999999999997,tL2,1000,1m
3,0.5,0.12579999999999994,rMixMED,100,0m
3,0.5,0.105,rMixMED,20,0m
3,0.5,0.15879999999999997,MC1,100,0m
3,0.5,0.16034000000000004,tMEAN,1000,1m
3,0.5,0.07919999999999999,tMEAN,100,1m
3,0.5,0.044999999999999984,tMEAN,20,1m
3,0.5,0.17341,RepeatChoice,1000,0r
3,0.5,0.11869999999999996,RepeatChoice,100,0r
3,0.5,0.08750000000000002,RepeatChoice,20,0r
3,0.5,0.25189000000000017,MC3,1000,0m
3,0.5,0.16700000000000007,BiGbottom,20,1m
3,0.5,0.2443,MC3,100,0r
3,0.5,0.2443,MC3,100,0m
3,0.5,0.14950000000000002,MC3,20,0m
3,0.5,0.21228000000000008,tGEO,1000,1r
3,0.5,0.24627999999999997,RRA,1000,0r
3,0.5,0.31249999999999994,RRA,100,0r
3,0.5,0.27850000000000014,RRA,20,0r
3,0.5,0.15249000000000001,MC2,1000,0m
3,0.5,0.078,BARD,20,0m
3,0.5,0.16700000000000007,BiGbottom,20,1r
3,0.5,0.078,BARD,20,0r
3,0.5,0.10109999999999987,BARD,100,0r
3,0.5,0.20313999999999996,BARD,1000,0m
3,0.5,0.20313999999999996,BARD,1000,0r
3,0.5,0.1873,tGEO,100,1r
3,0.5,0.1575,tGEO,20,1r
3,0.5,0.14950000000000002,MC3,20,0r
3,0.5,0.10109999999999987,BARD,100,0m
3,0.5,0.2566200000000002,MAIC,1000,1r
3,0.5,0.21249999999999997,BiGbottom,100,1m
3,0.5,0.20072999999999996,rMixMED,1000,0m
3,0.5,0.1267,MC2,100,1r
3,0.5,0.10399999999999993,tMED,20,1m
3,0.5,0.1424999999999999,tMED,100,1m
3,0.5,0.19956,tMED,1000,1m
3,0.5,0.25189000000000017,MC3,1000,0r
3,0.5,0.17100000000000004,MAIC,20,1m
3,0.5,0.23850000000000002,MAIC,100,1m
3,0.5,0.2777200000000001,MAIC,1000,1m
3,0.5,0.08499999999999998,MAIC,20,1r
3,0.5,0.2984900000000002,VC,1000,0m
3,0.5,0.3965999999999999,VC,100,0m
3,0.5,0.05049999999999998,MC2,20,0m
3,0.5,0.3125000000000001,VC,20,0m
3,0.5,0.08900000000000002,RepeatChoice,20,1r
3,0.5,0.05049999999999998,MC2,20,0r
3,0.5,0.11319999999999993,RepeatChoice,100,1r
3,0.5,0.27022000000000007,BiGbottom,1000,0m
3,0.5,0.26,tGEO,20,0r
3,0.5,0.27519999999999983,tGEO,100,0r
3,0.5,0.24768000000000012,tGEO,1000,0r
3,0.5,0.24353999999999998,BiGbottom,1000,1m
3,0.5,0.24353999999999998,BiGbottom,1000,1r
3,0.5,0.08899999999999998,MC1,20,0r
3,0.5,0.21249999999999997,BiGbottom,100,1r
3,0.5,0.08899999999999998,MC1,20,0m
3,0.5,0.19760000000000005,MC2,1000,1m
3,0.5,0.15695,RepeatChoice,1000,1r
3,0.5,0.28700000000000003,BiGbottom,20,0m
3,0.5,0.28700000000000003,BiGbottom,20,0r
3,0.5,0.3547999999999999,BiGbottom,100,0m
3,0.5,0.3547999999999999,BiGbottom,100,0r
3,0.5,0.19760000000000005,MC2,1000,1r
3,0.5,0.15199999999999997,stuart,20,1m
3,0.5,0.06849999999999995,tL2,100,1r
3,0.5,0.21228000000000008,tGEO,1000,1m
3,0.5,0.1035999999999999,tL2,100,0m
3,0.5,0.05999999999999996,tL2,20,0m
3,0.5,0.06589999999999994,MC2,100,0r
3,0.5,0.2552,rMEAN,100,0r
3,0.5,0.05399999999999998,VC,20,1r
3,0.5,0.09139999999999995,VC,100,1r
3,0.5,0.19168000000000013,tL2,1000,0m
3,0.5,0.17809999999999995,VC,1000,1r
3,0.5,0.13109999999999997,MC3,100,1r
3,0.5,0.1770599999999999,rMED,1000,1r
3,0.5,0.22246999999999997,MC3,1000,1m
3,0.5,0.22246999999999997,MC3,1000,1r
3,0.5,0.11069999999999997,rMED,100,1r
3,0.5,0.07549999999999997,rMED,20,1r
3,0.5,0.16550000000000004,rMEAN,20,0r
3,0.5,0.15049999999999997,rGEO,20,1r
3,0.5,0.2410099999999999,rMEAN,1000,0r
3,0.5,0.13109999999999997,MC3,100,1m
3,0.5,0.05549999999999997,rMEAN,20,1r
3,0.5,0.26,tGEO,20,0m
3,0.5,0.27519999999999983,tGEO,100,0m
3,0.5,0.24768000000000012,tGEO,1000,0m
3,0.5,0.07899999999999997,BIRRA,20,1m
3,0.5,0.4515000000000001,MixStuart,20,0m
3,0.5,0.5256000000000002,MixStuart,100,0m
3,0.5,0.2832200000000001,MixStuart,1000,0m
3,0.5,0.1453999999999999,BIRRA,100,1m
3,0.5,0.25389999999999985,BIRRA,1000,1m
3,0.5,0.19129999999999991,rGEO,100,1r
3,0.5,0.10259999999999993,rMEAN,100,1r
