heterogeneity_D,top-1000 accuracy,method,M,dataset type
12.0,0.487,BiGNA,3,0r
12.0,0.405,BiGNA,3,0r
12.0,0.429,BiGNA,3,0r
12.0,0.226,BiGNA,3,0r
12.0,0.083,BiGNA,3,0r
12.0,0.333,BiGNA,3,0r
12.0,0.216,BiGNA,3,0r
12.0,0.727,BiGNA,3,0r
12.0,0.277,BiGNA,3,0r
12.0,0.188,BiGNA,3,0r
12.0,0.32,BiGNA,3,0r
12.0,0.101,BiGNA,3,0r
12.0,0.114,BiGNA,3,0r
12.0,0.212,BiGNA,3,0r
12.0,0.209,BiGNA,3,0r
12.0,0.335,BiGNA,3,0r
12.0,0.34,BiGNA,3,0r
12.0,0.373,BiGNA,3,0r
12.0,0.507,BiGNA,3,0r
12.0,0.081,BiGNA,3,0r
12.0,0.239,BiGNA,3,0r
12.0,0.46,BiGNA,3,0r
12.0,0.406,BiGNA,3,0r
12.0,0.425,BiGNA,3,0r
12.0,0.38,BiGNA,3,0r
12.0,0.258,BiGNA,3,0r
12.0,0.238,BiGNA,3,0r
12.0,0.244,BiGNA,3,0r
12.0,0.554,BiGNA,3,0r
12.0,0.201,BiGNA,3,0r
12.0,0.313,BiGNA,3,0r
12.0,0.101,BiGNA,3,0r
12.0,0.159,BiGNA,3,0r
12.0,0.104,BiGNA,3,0r
12.0,0.158,BiGNA,3,0r
12.0,0.116,BiGNA,3,0r
12.0,0.157,BiGNA,3,0r
12.0,0.595,BiGNA,3,0r
12.0,0.31,BiGNA,3,0r
12.0,0.619,MC2,3,0m
12.0,0.21,MC2,3,0m
12.0,0.084,MC2,3,0m
12.0,0.107,MC2,3,0m
12.0,0.001,MC2,3,0m
12.0,0.074,MC2,3,0m
12.0,0.0,MC2,3,0m
12.0,0.322,MC2,3,0m
12.0,0.07,MC2,3,0m
12.0,0.242,MC2,3,0m
12.0,0.208,MC2,3,0m
12.0,0.37,MC2,3,0m
12.0,0.105,MC2,3,0m
12.0,0.194,MC2,3,0m
12.0,0.179,MC2,3,0m
12.0,0.144,MC2,3,0m
12.0,0.204,MC2,3,0m
12.0,0.08,MC2,3,0m
12.0,0.153,MC2,3,0m
12.0,0.274,MC2,3,0m
12.0,0.17,MC2,3,0m
12.0,0.057,MC2,3,0m
12.0,0.16,MC2,3,0m
12.0,0.159,MC2,3,0m
12.0,0.694,MC2,3,0m
12.0,0.205,MC2,3,0m
12.0,0.079,MC2,3,0m
12.0,0.097,MC2,3,0m
12.0,0.36,MC2,3,0m
12.0,0.393,MC2,3,0m
12.0,0.033,MC2,3,0m
12.0,0.793,MC2,3,0m
12.0,0.195,MC2,3,0m
12.0,0.091,MC2,3,0m
12.0,0.199,MC2,3,0m
12.0,0.05,MC2,3,0m
12.0,0.249,MC2,3,0m
12.0,0.157,MC2,3,0m
12.0,0.125,MC2,3,0m
12.0,0.061,MC2,3,0m
12.0,0.117,MC2,3,0m
12.0,0.07,MC2,3,0m
12.0,0.748,MC2,3,0m
12.0,0.886,MC2,3,0m
12.0,0.062,MC2,3,0m
12.0,0.138,MC2,3,0m
12.0,0.134,MC2,3,0m
12.0,0.167,MC2,3,0m
12.0,0.12,MC2,3,0m
12.0,0.166,MC2,3,0m
12.0,0.058,MC2,3,0m
12.0,0.343,MC2,3,0m
12.0,0.032,MC2,3,0m
12.0,0.484,MC2,3,0m
12.0,0.325,MC2,3,0m
12.0,0.111,MC2,3,0m
12.0,1.0,MC2,3,0m
12.0,0.83,MC2,3,0m
12.0,0.17,MC2,3,0m
12.0,0.202,MC2,3,0m
12.0,0.704,MC2,3,0m
12.0,0.278,MC2,3,0m
12.0,0.153,MC2,3,0m
12.0,0.161,MC2,3,0m
12.0,0.087,MC2,3,0m
12.0,0.134,MC2,3,0m
12.0,0.134,MC2,3,0m
12.0,0.21,MC2,3,0m
12.0,0.139,MC2,3,0m
12.0,0.57,MC2,3,0m
12.0,0.256,MC2,3,0m
12.0,0.338,MC2,3,0m
12.0,0.168,MC2,3,0m
12.0,0.225,MC2,3,0m
12.0,0.518,MC2,3,0m
12.0,0.302,MC2,3,0m
12.0,0.113,MC2,3,0m
12.0,0.011,MC2,3,0m
12.0,0.263,MC2,3,0m
12.0,0.129,MC2,3,0m
12.0,0.076,MC2,3,0m
12.0,0.093,MC2,3,0m
12.0,0.423,MC2,3,0m
12.0,0.172,MC2,3,0m
12.0,0.23,MC2,3,0m
12.0,0.001,MC2,3,0m
12.0,0.218,MC2,3,0m
12.0,0.131,MC2,3,0m
12.0,0.218,MC2,3,0m
12.0,0.55,MC2,3,0m
12.0,0.176,MC2,3,0m
12.0,0.382,MC2,3,0m
12.0,0.164,MC2,3,0m
12.0,0.523,MC2,3,0m
12.0,0.051,MC2,3,0m
12.0,0.16,MC2,3,0m
12.0,0.07,MC2,3,0m
12.0,0.167,MC2,3,0m
12.0,0.465,MC2,3,0m
12.0,0.267,MC2,3,0m
12.0,0.619,MC2,3,0r
12.0,0.21,MC2,3,0r
12.0,0.084,MC2,3,0r
12.0,0.107,MC2,3,0r
12.0,0.001,MC2,3,0r
12.0,0.074,MC2,3,0r
12.0,0.0,MC2,3,0r
12.0,0.322,MC2,3,0r
12.0,0.07,MC2,3,0r
12.0,0.242,MC2,3,0r
12.0,0.208,MC2,3,0r
12.0,0.37,MC2,3,0r
12.0,0.105,MC2,3,0r
12.0,0.194,MC2,3,0r
12.0,0.179,MC2,3,0r
12.0,0.144,MC2,3,0r
12.0,0.204,MC2,3,0r
12.0,0.08,MC2,3,0r
12.0,0.153,MC2,3,0r
12.0,0.274,MC2,3,0r
12.0,0.17,MC2,3,0r
12.0,0.057,MC2,3,0r
12.0,0.16,MC2,3,0r
12.0,0.159,MC2,3,0r
12.0,0.694,MC2,3,0r
12.0,0.205,MC2,3,0r
12.0,0.079,MC2,3,0r
12.0,0.097,MC2,3,0r
12.0,0.36,MC2,3,0r
12.0,0.393,MC2,3,0r
12.0,0.033,MC2,3,0r
12.0,0.793,MC2,3,0r
12.0,0.195,MC2,3,0r
12.0,0.091,MC2,3,0r
12.0,0.199,MC2,3,0r
12.0,0.05,MC2,3,0r
12.0,0.249,MC2,3,0r
12.0,0.157,MC2,3,0r
12.0,0.125,MC2,3,0r
12.0,0.061,MC2,3,0r
12.0,0.117,MC2,3,0r
12.0,0.07,MC2,3,0r
12.0,0.748,MC2,3,0r
12.0,0.886,MC2,3,0r
12.0,0.062,MC2,3,0r
12.0,0.138,MC2,3,0r
12.0,0.134,MC2,3,0r
12.0,0.167,MC2,3,0r
12.0,0.12,MC2,3,0r
12.0,0.166,MC2,3,0r
12.0,0.058,MC2,3,0r
12.0,0.343,MC2,3,0r
12.0,0.032,MC2,3,0r
12.0,0.484,MC2,3,0r
12.0,0.325,MC2,3,0r
12.0,0.111,MC2,3,0r
12.0,1.0,MC2,3,0r
12.0,0.83,MC2,3,0r
12.0,0.17,MC2,3,0r
12.0,0.202,MC2,3,0r
12.0,0.704,MC2,3,0r
12.0,0.278,MC2,3,0r
12.0,0.153,MC2,3,0r
12.0,0.161,MC2,3,0r
12.0,0.087,MC2,3,0r
12.0,0.134,MC2,3,0r
12.0,0.134,MC2,3,0r
12.0,0.21,MC2,3,0r
12.0,0.139,MC2,3,0r
12.0,0.57,MC2,3,0r
12.0,0.256,MC2,3,0r
12.0,0.338,MC2,3,0r
12.0,0.168,MC2,3,0r
12.0,0.225,MC2,3,0r
12.0,0.518,MC2,3,0r
12.0,0.302,MC2,3,0r
12.0,0.113,MC2,3,0r
12.0,0.011,MC2,3,0r
12.0,0.263,MC2,3,0r
12.0,0.129,MC2,3,0r
12.0,0.076,MC2,3,0r
12.0,0.093,MC2,3,0r
12.0,0.423,MC2,3,0r
12.0,0.172,MC2,3,0r
12.0,0.23,MC2,3,0r
12.0,0.001,MC2,3,0r
12.0,0.218,MC2,3,0r
12.0,0.131,MC2,3,0r
12.0,0.218,MC2,3,0r
12.0,0.55,MC2,3,0r
12.0,0.176,MC2,3,0r
12.0,0.382,MC2,3,0r
12.0,0.164,MC2,3,0r
12.0,0.523,MC2,3,0r
12.0,0.051,MC2,3,0r
12.0,0.16,MC2,3,0r
12.0,0.07,MC2,3,0r
12.0,0.167,MC2,3,0r
12.0,0.465,MC2,3,0r
12.0,0.267,MC2,3,0r
0.5,0.15,MC3,3,0m
0.5,0.199,MC3,3,0m
0.5,0.252,MC3,3,0m
0.5,0.204,MC3,3,0m
0.5,0.127,MC3,3,0m
0.5,0.254,MC3,3,0m
0.5,0.198,MC3,3,0m
0.5,0.167,MC3,3,0m
0.5,0.192,MC3,3,0m
0.5,0.14,MC3,3,0m
0.5,0.131,MC3,3,0m
0.5,0.228,MC3,3,0m
0.5,0.209,MC3,3,0m
0.5,0.104,MC3,3,0m
0.5,0.232,MC3,3,0m
0.5,0.106,MC3,3,0m
0.5,0.132,MC3,3,0m
0.5,0.16,MC3,3,0m
0.5,0.239,MC3,3,0m
0.5,0.164,MC3,3,0m
0.5,0.099,MC3,3,0m
0.5,0.11,MC3,3,0m
0.5,0.14,MC3,3,0m
0.5,0.092,MC3,3,0m
0.5,0.149,MC3,3,0m
0.5,0.142,MC3,3,0m
0.5,0.118,MC3,3,0m
0.5,0.129,MC3,3,0m
0.5,0.259,MC3,3,0m
0.5,0.105,MC3,3,0m
0.5,0.124,MC3,3,0m
0.5,0.114,MC3,3,0m
0.5,0.096,MC3,3,0m
0.5,0.111,MC3,3,0m
0.5,0.126,MC3,3,0m
0.5,0.127,MC3,3,0m
0.5,0.108,MC3,3,0m
0.5,0.135,MC3,3,0m
0.5,0.131,MC3,3,0m
0.5,0.168,MC3,3,0m
0.5,0.103,MC3,3,0m
0.5,0.09,MC3,3,0m
0.5,0.144,MC3,3,0m
0.5,0.239,MC3,3,0m
0.5,0.105,MC3,3,0m
0.5,0.169,MC3,3,0m
0.5,0.07,MC3,3,0m
0.5,0.132,MC3,3,0m
0.5,0.149,MC3,3,0m
0.5,0.283,MC3,3,0m
0.5,0.43,MC3,3,0m
0.5,0.139,MC3,3,0m
0.5,0.126,MC3,3,0m
0.5,0.232,MC3,3,0m
0.5,0.17,MC3,3,0m
0.5,0.124,MC3,3,0m
0.5,0.129,MC3,3,0m
0.5,0.165,MC3,3,0m
0.5,0.117,MC3,3,0m
0.5,0.154,MC3,3,0m
0.5,0.161,MC3,3,0m
0.5,0.098,MC3,3,0m
0.5,0.151,MC3,3,0m
0.5,0.135,MC3,3,0m
0.5,0.2,MC3,3,0m
0.5,0.095,MC3,3,0m
0.5,0.115,MC3,3,0m
0.5,0.219,MC3,3,0m
0.5,0.145,MC3,3,0m
0.5,0.146,MC3,3,0m
0.5,0.18,MC3,3,0m
0.5,0.155,MC3,3,0m
0.5,0.146,MC3,3,0m
0.5,0.219,MC3,3,0m
0.5,0.136,MC3,3,0m
0.5,0.168,MC3,3,0m
0.5,0.093,MC3,3,0m
0.5,0.131,MC3,3,0m
0.5,0.221,MC3,3,0m
0.5,0.091,MC3,3,0m
0.5,0.092,MC3,3,0m
0.5,0.158,MC3,3,0m
0.5,0.271,MC3,3,0m
0.5,0.169,MC3,3,0m
0.5,0.205,MC3,3,0m
0.5,0.128,MC3,3,0m
0.5,0.165,MC3,3,0m
0.5,0.18,MC3,3,0m
0.5,0.138,MC3,3,0m
0.5,0.115,MC3,3,0m
0.5,0.243,MC3,3,0m
0.5,0.117,MC3,3,0m
0.5,0.165,MC3,3,0m
0.5,0.128,MC3,3,0m
0.5,0.127,MC3,3,0m
0.5,0.165,MC3,3,0m
0.5,0.14,MC3,3,0m
0.5,0.103,MC3,3,0m
0.5,0.113,MC3,3,0m
0.5,0.094,MC3,3,0m
0.5,0.15,MC3,3,0r
0.5,0.199,MC3,3,0r
0.5,0.252,MC3,3,0r
0.5,0.204,MC3,3,0r
0.5,0.127,MC3,3,0r
0.5,0.254,MC3,3,0r
0.5,0.198,MC3,3,0r
0.5,0.167,MC3,3,0r
0.5,0.192,MC3,3,0r
0.5,0.14,MC3,3,0r
0.5,0.131,MC3,3,0r
0.5,0.228,MC3,3,0r
0.5,0.209,MC3,3,0r
0.5,0.104,MC3,3,0r
0.5,0.232,MC3,3,0r
0.5,0.106,MC3,3,0r
0.5,0.132,MC3,3,0r
0.5,0.16,MC3,3,0r
0.5,0.239,MC3,3,0r
0.5,0.164,MC3,3,0r
0.5,0.099,MC3,3,0r
0.5,0.11,MC3,3,0r
0.5,0.14,MC3,3,0r
0.5,0.092,MC3,3,0r
0.5,0.149,MC3,3,0r
0.5,0.142,MC3,3,0r
0.5,0.118,MC3,3,0r
0.5,0.129,MC3,3,0r
0.5,0.259,MC3,3,0r
0.5,0.105,MC3,3,0r
0.5,0.124,MC3,3,0r
0.5,0.114,MC3,3,0r
0.5,0.096,MC3,3,0r
0.5,0.111,MC3,3,0r
0.5,0.126,MC3,3,0r
0.5,0.127,MC3,3,0r
0.5,0.108,MC3,3,0r
0.5,0.135,MC3,3,0r
0.5,0.131,MC3,3,0r
0.5,0.168,MC3,3,0r
0.5,0.103,MC3,3,0r
0.5,0.09,MC3,3,0r
0.5,0.144,MC3,3,0r
0.5,0.239,MC3,3,0r
0.5,0.105,MC3,3,0r
0.5,0.169,MC3,3,0r
0.5,0.07,MC3,3,0r
0.5,0.132,MC3,3,0r
0.5,0.149,MC3,3,0r
0.5,0.283,MC3,3,0r
0.5,0.43,MC3,3,0r
0.5,0.139,MC3,3,0r
0.5,0.126,MC3,3,0r
0.5,0.232,MC3,3,0r
0.5,0.17,MC3,3,0r
0.5,0.124,MC3,3,0r
0.5,0.129,MC3,3,0r
0.5,0.165,MC3,3,0r
0.5,0.117,MC3,3,0r
0.5,0.154,MC3,3,0r
0.5,0.161,MC3,3,0r
0.5,0.098,MC3,3,0r
0.5,0.151,MC3,3,0r
0.5,0.135,MC3,3,0r
0.5,0.2,MC3,3,0r
0.5,0.095,MC3,3,0r
0.5,0.115,MC3,3,0r
0.5,0.219,MC3,3,0r
0.5,0.145,MC3,3,0r
0.5,0.146,MC3,3,0r
0.5,0.18,MC3,3,0r
0.5,0.155,MC3,3,0r
0.5,0.146,MC3,3,0r
0.5,0.219,MC3,3,0r
0.5,0.136,MC3,3,0r
0.5,0.168,MC3,3,0r
0.5,0.093,MC3,3,0r
0.5,0.131,MC3,3,0r
0.5,0.221,MC3,3,0r
0.5,0.091,MC3,3,0r
0.5,0.092,MC3,3,0r
0.5,0.158,MC3,3,0r
0.5,0.271,MC3,3,0r
0.5,0.169,MC3,3,0r
0.5,0.205,MC3,3,0r
0.5,0.128,MC3,3,0r
0.5,0.165,MC3,3,0r
0.5,0.18,MC3,3,0r
0.5,0.138,MC3,3,0r
0.5,0.115,MC3,3,0r
0.5,0.243,MC3,3,0r
0.5,0.117,MC3,3,0r
0.5,0.165,MC3,3,0r
0.5,0.128,MC3,3,0r
0.5,0.127,MC3,3,0r
0.5,0.165,MC3,3,0r
0.5,0.14,MC3,3,0r
0.5,0.103,MC3,3,0r
0.5,0.113,MC3,3,0r
0.5,0.094,MC3,3,0r
3.0,0.063,BiGNA,3,0m
3.0,0.126,BiGNA,3,0m
3.0,0.111,BiGNA,3,0m
3.0,0.181,BiGNA,3,0m
3.0,0.149,BiGNA,3,0m
3.0,0.239,BiGNA,3,0m
3.0,0.095,BiGNA,3,0m
3.0,0.193,BiGNA,3,0m
3.0,0.365,BiGNA,3,0m
3.0,0.169,BiGNA,3,0m
3.0,0.576,BiGNA,3,0m
3.0,0.167,BiGNA,3,0m
3.0,0.336,BiGNA,3,0m
3.0,0.074,BiGNA,3,0m
3.0,0.109,BiGNA,3,0m
3.0,0.264,BiGNA,3,0m
3.0,0.073,BiGNA,3,0m
3.0,0.17,BiGNA,3,0m
3.0,0.169,BiGNA,3,0m
3.0,0.39,BiGNA,3,0m
3.0,0.205,BiGNA,3,0m
3.0,0.149,BiGNA,3,0m
3.0,0.194,BiGNA,3,0m
3.0,0.079,BiGNA,3,0m
3.0,0.271,BiGNA,3,0m
3.0,0.092,BiGNA,3,0m
3.0,0.289,BiGNA,3,0m
3.0,0.07,BiGNA,3,0m
3.0,0.116,BiGNA,3,0m
3.0,0.316,BiGNA,3,0m
3.0,0.114,BiGNA,3,0m
3.0,0.158,BiGNA,3,0m
3.0,0.203,BiGNA,3,0m
3.0,0.107,BiGNA,3,0m
3.0,0.228,BiGNA,3,0m
3.0,0.201,BiGNA,3,0m
3.0,0.137,BiGNA,3,0m
3.0,0.222,BiGNA,3,0m
3.0,0.399,BiGNA,3,0m
3.0,0.086,BiGNA,3,0m
3.0,0.098,BiGNA,3,0m
3.0,0.108,BiGNA,3,0m
3.0,0.154,BiGNA,3,0m
3.0,0.169,BiGNA,3,0m
3.0,0.084,BiGNA,3,0m
3.0,0.207,BiGNA,3,0m
3.0,0.393,BiGNA,3,0m
3.0,0.288,BiGNA,3,0m
3.0,0.149,BiGNA,3,0m
3.0,0.137,BiGNA,3,0m
3.0,0.286,BiGNA,3,0m
3.0,0.099,BiGNA,3,0m
3.0,0.128,BiGNA,3,0m
3.0,0.258,BiGNA,3,0m
3.0,0.378,BiGNA,3,0m
3.0,0.149,BiGNA,3,0m
3.0,0.104,BiGNA,3,0m
3.0,0.079,BiGNA,3,0m
3.0,0.111,BiGNA,3,0m
3.0,0.263,BiGNA,3,0m
3.0,0.13,BiGNA,3,0m
3.0,0.129,BiGNA,3,0m
3.0,0.18,BiGNA,3,0m
3.0,0.143,BiGNA,3,0m
3.0,0.311,BiGNA,3,0m
3.0,0.116,BiGNA,3,0m
3.0,0.178,BiGNA,3,0m
3.0,0.161,BiGNA,3,0m
3.0,0.174,BiGNA,3,0m
3.0,0.121,BiGNA,3,0m
3.0,0.104,BiGNA,3,0m
3.0,0.184,BiGNA,3,0m
3.0,0.158,BiGNA,3,0m
3.0,0.127,BiGNA,3,0m
3.0,0.362,BiGNA,3,0m
3.0,0.179,BiGNA,3,0m
3.0,0.084,BiGNA,3,0m
3.0,0.298,BiGNA,3,0m
3.0,0.175,BiGNA,3,0m
3.0,0.091,BiGNA,3,0m
3.0,0.142,BiGNA,3,0m
3.0,0.225,BiGNA,3,0m
3.0,0.273,BiGNA,3,0m
3.0,0.203,BiGNA,3,0m
3.0,0.071,BiGNA,3,0m
3.0,0.248,BiGNA,3,0m
3.0,0.394,BiGNA,3,0m
3.0,0.224,BiGNA,3,0m
3.0,0.449,BiGNA,3,0m
3.0,0.274,BiGNA,3,0m
3.0,0.125,BiGNA,3,0m
3.0,0.215,BiGNA,3,0m
3.0,0.181,BiGNA,3,0m
3.0,0.25,BiGNA,3,0m
3.0,0.134,BiGNA,3,0m
3.0,0.094,BiGNA,3,0m
3.0,0.251,BiGNA,3,0m
3.0,0.14,BiGNA,3,0m
3.0,0.137,BiGNA,3,0m
3.0,0.099,BiGNA,3,0m
3.0,0.063,BiGNA,3,0r
3.0,0.126,BiGNA,3,0r
3.0,0.111,BiGNA,3,0r
3.0,0.181,BiGNA,3,0r
3.0,0.149,BiGNA,3,0r
3.0,0.239,BiGNA,3,0r
3.0,0.095,BiGNA,3,0r
3.0,0.193,BiGNA,3,0r
3.0,0.365,BiGNA,3,0r
3.0,0.169,BiGNA,3,0r
3.0,0.576,BiGNA,3,0r
3.0,0.167,BiGNA,3,0r
3.0,0.336,BiGNA,3,0r
3.0,0.074,BiGNA,3,0r
3.0,0.109,BiGNA,3,0r
3.0,0.264,BiGNA,3,0r
3.0,0.073,BiGNA,3,0r
3.0,0.17,BiGNA,3,0r
3.0,0.169,BiGNA,3,0r
3.0,0.39,BiGNA,3,0r
3.0,0.205,BiGNA,3,0r
3.0,0.149,BiGNA,3,0r
3.0,0.194,BiGNA,3,0r
3.0,0.079,BiGNA,3,0r
3.0,0.271,BiGNA,3,0r
3.0,0.092,BiGNA,3,0r
3.0,0.289,BiGNA,3,0r
3.0,0.07,BiGNA,3,0r
3.0,0.116,BiGNA,3,0r
3.0,0.316,BiGNA,3,0r
3.0,0.114,BiGNA,3,0r
3.0,0.158,BiGNA,3,0r
3.0,0.203,BiGNA,3,0r
3.0,0.107,BiGNA,3,0r
3.0,0.228,BiGNA,3,0r
3.0,0.201,BiGNA,3,0r
3.0,0.137,BiGNA,3,0r
3.0,0.222,BiGNA,3,0r
3.0,0.399,BiGNA,3,0r
3.0,0.086,BiGNA,3,0r
3.0,0.098,BiGNA,3,0r
3.0,0.108,BiGNA,3,0r
3.0,0.154,BiGNA,3,0r
3.0,0.169,BiGNA,3,0r
3.0,0.084,BiGNA,3,0r
3.0,0.207,BiGNA,3,0r
3.0,0.393,BiGNA,3,0r
3.0,0.288,BiGNA,3,0r
3.0,0.149,BiGNA,3,0r
3.0,0.137,BiGNA,3,0r
3.0,0.286,BiGNA,3,0r
3.0,0.099,BiGNA,3,0r
3.0,0.128,BiGNA,3,0r
3.0,0.258,BiGNA,3,0r
3.0,0.378,BiGNA,3,0r
3.0,0.149,BiGNA,3,0r
3.0,0.104,BiGNA,3,0r
3.0,0.079,BiGNA,3,0r
3.0,0.111,BiGNA,3,0r
3.0,0.263,BiGNA,3,0r
3.0,0.13,BiGNA,3,0r
3.0,0.129,BiGNA,3,0r
3.0,0.18,BiGNA,3,0r
3.0,0.143,BiGNA,3,0r
3.0,0.311,BiGNA,3,0r
3.0,0.116,BiGNA,3,0r
3.0,0.178,BiGNA,3,0r
3.0,0.161,BiGNA,3,0r
3.0,0.174,BiGNA,3,0r
3.0,0.121,BiGNA,3,0r
3.0,0.104,BiGNA,3,0r
3.0,0.184,BiGNA,3,0r
3.0,0.158,BiGNA,3,0r
3.0,0.127,BiGNA,3,0r
3.0,0.362,BiGNA,3,0r
3.0,0.179,BiGNA,3,0r
3.0,0.084,BiGNA,3,0r
3.0,0.298,BiGNA,3,0r
3.0,0.175,BiGNA,3,0r
3.0,0.091,BiGNA,3,0r
3.0,0.142,BiGNA,3,0r
3.0,0.225,BiGNA,3,0r
3.0,0.273,BiGNA,3,0r
3.0,0.203,BiGNA,3,0r
3.0,0.071,BiGNA,3,0r
3.0,0.248,BiGNA,3,0r
3.0,0.394,BiGNA,3,0r
3.0,0.224,BiGNA,3,0r
3.0,0.449,BiGNA,3,0r
3.0,0.274,BiGNA,3,0r
3.0,0.125,BiGNA,3,0r
3.0,0.215,BiGNA,3,0r
3.0,0.181,BiGNA,3,0r
3.0,0.25,BiGNA,3,0r
3.0,0.134,BiGNA,3,0r
3.0,0.094,BiGNA,3,0r
3.0,0.251,BiGNA,3,0r
3.0,0.14,BiGNA,3,0r
3.0,0.137,BiGNA,3,0r
3.0,0.099,BiGNA,3,0r
0.1,0.086,BIRRA,3,0r
0.1,0.094,BIRRA,3,0r
0.1,0.087,BIRRA,3,0r
0.1,0.096,BIRRA,3,0r
0.1,0.121,BIRRA,3,0r
0.1,0.108,BIRRA,3,0r
0.1,0.111,BIRRA,3,0r
0.1,0.09,BIRRA,3,0r
0.1,0.11,BIRRA,3,0r
0.1,0.088,BIRRA,3,0r
0.1,0.115,BIRRA,3,0r
0.1,0.107,BIRRA,3,0r
0.1,0.127,BIRRA,3,0r
0.1,0.076,BIRRA,3,0r
0.1,0.11,BIRRA,3,0r
0.1,0.14,BIRRA,3,0r
0.1,0.137,BIRRA,3,0r
0.1,0.092,BIRRA,3,0r
0.1,0.101,BIRRA,3,0r
0.1,0.109,BIRRA,3,0r
0.1,0.109,BIRRA,3,0r
0.1,0.066,BIRRA,3,0r
0.1,0.096,BIRRA,3,0r
0.1,0.086,BIRRA,3,0r
0.1,0.075,BIRRA,3,0r
0.1,0.104,BIRRA,3,0r
0.1,0.099,BIRRA,3,0r
0.1,0.1,BIRRA,3,0r
0.1,0.147,BIRRA,3,0r
0.1,0.088,BIRRA,3,0r
0.1,0.132,BIRRA,3,0r
0.1,0.091,BIRRA,3,0r
0.1,0.188,BIRRA,3,0r
0.1,0.102,BIRRA,3,0r
0.1,0.09,BIRRA,3,0r
0.1,0.087,BIRRA,3,0r
0.1,0.103,BIRRA,3,0r
0.1,0.074,BIRRA,3,0r
0.1,0.1,BIRRA,3,0r
0.1,0.086,BIRRA,3,0r
0.1,0.108,BIRRA,3,0r
0.1,0.076,BIRRA,3,0r
0.1,0.096,BIRRA,3,0r
0.1,0.108,BIRRA,3,0r
0.1,0.084,BIRRA,3,0r
0.1,0.093,BIRRA,3,0r
0.1,0.109,BIRRA,3,0r
0.1,0.105,BIRRA,3,0r
0.1,0.098,BIRRA,3,0r
0.1,0.106,BIRRA,3,0r
0.1,0.088,BIRRA,3,0r
0.1,0.076,BIRRA,3,0r
0.1,0.094,BIRRA,3,0r
0.1,0.086,BIRRA,3,0r
0.1,0.099,BIRRA,3,0r
0.1,0.081,BIRRA,3,0r
0.1,0.08,BIRRA,3,0r
0.1,0.106,BIRRA,3,0r
0.1,0.091,BIRRA,3,0r
0.1,0.122,BIRRA,3,0r
0.1,0.123,BIRRA,3,0r
0.1,0.077,BIRRA,3,0r
0.1,0.084,BIRRA,3,0r
0.1,0.064,BIRRA,3,0r
0.1,0.105,BIRRA,3,0r
0.1,0.088,BIRRA,3,0r
0.1,0.092,BIRRA,3,0r
0.1,0.08,BIRRA,3,0r
0.1,0.102,BIRRA,3,0r
0.1,0.105,BIRRA,3,0r
0.1,0.086,BIRRA,3,0r
0.1,0.095,BIRRA,3,0r
0.1,0.1,BIRRA,3,0r
0.1,0.086,BIRRA,3,0r
0.1,0.104,BIRRA,3,0r
0.1,0.103,BIRRA,3,0r
0.1,0.063,BIRRA,3,0r
0.1,0.105,BIRRA,3,0r
0.1,0.104,BIRRA,3,0r
0.1,0.112,BIRRA,3,0r
0.1,0.107,BIRRA,3,0r
0.1,0.082,BIRRA,3,0r
0.1,0.115,BIRRA,3,0r
0.1,0.104,BIRRA,3,0r
0.1,0.106,BIRRA,3,0r
0.1,0.092,BIRRA,3,0r
0.1,0.092,BIRRA,3,0r
0.1,0.106,BIRRA,3,0r
0.1,0.097,BIRRA,3,0r
0.1,0.06,BIRRA,3,0r
0.1,0.107,BIRRA,3,0r
0.1,0.091,BIRRA,3,0r
0.1,0.072,BIRRA,3,0r
0.1,0.083,BIRRA,3,0r
0.1,0.079,BIRRA,3,0r
0.1,0.071,BIRRA,3,0r
0.1,0.111,BIRRA,3,0r
0.1,0.091,BIRRA,3,0r
0.1,0.123,BIRRA,3,0r
0.1,0.075,BIRRA,3,0r
0.1,0.092,RepeatChoice,3,0r
0.1,0.105,RepeatChoice,3,0r
0.1,0.105,RepeatChoice,3,0r
0.1,0.108,RepeatChoice,3,0r
0.1,0.097,RepeatChoice,3,0r
0.1,0.105,RepeatChoice,3,0r
0.1,0.095,RepeatChoice,3,0r
0.1,0.078,RepeatChoice,3,0r
0.1,0.096,RepeatChoice,3,0r
0.1,0.079,RepeatChoice,3,0r
0.1,0.074,RepeatChoice,3,0r
0.1,0.088,RepeatChoice,3,0r
0.1,0.09,RepeatChoice,3,0r
0.1,0.08,RepeatChoice,3,0r
0.1,0.101,RepeatChoice,3,0r
0.1,0.12,RepeatChoice,3,0r
0.1,0.082,RepeatChoice,3,0r
0.1,0.086,RepeatChoice,3,0r
0.1,0.045,RepeatChoice,3,0r
0.1,0.089,RepeatChoice,3,0r
0.1,0.093,RepeatChoice,3,0r
0.1,0.058,RepeatChoice,3,0r
0.1,0.096,RepeatChoice,3,0r
0.1,0.067,RepeatChoice,3,0r
0.1,0.081,RepeatChoice,3,0r
0.1,0.112,RepeatChoice,3,0r
0.1,0.069,RepeatChoice,3,0r
0.1,0.069,RepeatChoice,3,0r
0.1,0.081,RepeatChoice,3,0r
0.1,0.093,RepeatChoice,3,0r
0.1,0.086,RepeatChoice,3,0r
0.1,0.106,RepeatChoice,3,0r
0.1,0.091,RepeatChoice,3,0r
0.1,0.084,RepeatChoice,3,0r
