heterogeneity_D,top-1000 accuracy,method,M,dataset type
0.1,0.218,BiGNA,1,0m
0.1,0.286,BiGNA,1,0m
0.1,0.189,BiGNA,1,0m
0.1,0.188,BiGNA,1,0m
0.1,0.256,BiGNA,1,0m
0.1,0.211,BiGNA,1,0m
0.1,0.172,BiGNA,1,0m
0.1,0.135,BiGNA,1,0m
0.1,0.181,BiGNA,1,0m
0.1,0.181,BiGNA,1,0m
0.1,0.17,BiGNA,1,0m
0.1,0.214,BiGNA,1,0m
0.1,0.237,BiGNA,1,0m
0.1,0.207,BiGNA,1,0m
0.1,0.159,BiGNA,1,0m
0.1,0.198,BiGNA,1,0m
0.1,0.231,BiGNA,1,0m
0.1,0.238,BiGNA,1,0m
0.1,0.246,BiGNA,1,0m
0.1,0.314,BiGNA,1,0m
0.1,0.257,BiGNA,1,0m
0.1,0.285,BiGNA,1,0m
0.1,0.235,BiGNA,1,0m
0.1,0.253,BiGNA,1,0m
0.1,0.318,BiGNA,1,0m
0.1,0.18,BiGNA,1,0m
0.1,0.239,BiGNA,1,0m
0.1,0.181,BiGNA,1,0m
0.1,0.196,BiGNA,1,0m
0.1,0.209,BiGNA,1,0m
0.1,0.214,BiGNA,1,0m
0.1,0.276,BiGNA,1,0m
0.1,0.202,BiGNA,1,0m
0.1,0.172,BiGNA,1,0m
0.1,0.182,BiGNA,1,0m
0.1,0.233,BiGNA,1,0m
0.1,0.141,BiGNA,1,0m
0.1,0.163,BiGNA,1,0m
0.1,0.151,BiGNA,1,0m
0.1,0.218,BiGNA,1,0m
0.1,0.172,BiGNA,1,0m
0.1,0.215,BiGNA,1,0m
0.1,0.242,BiGNA,1,0m
0.1,0.151,BiGNA,1,0m
0.1,0.238,BiGNA,1,0m
0.1,0.164,BiGNA,1,0m
0.1,0.179,BiGNA,1,0m
0.1,0.187,BiGNA,1,0m
0.1,0.212,BiGNA,1,0m
0.1,0.204,BiGNA,1,0m
0.1,0.241,BiGNA,1,0m
0.1,0.162,BiGNA,1,0m
0.1,0.206,BiGNA,1,0m
0.1,0.243,BiGNA,1,0m
0.1,0.189,BiGNA,1,0m
0.1,0.195,BiGNA,1,0m
0.1,0.257,BiGNA,1,0m
0.1,0.158,BiGNA,1,0m
0.1,0.143,BiGNA,1,0m
0.1,0.179,BiGNA,1,0m
0.1,0.228,BiGNA,1,0m
0.1,0.159,BiGNA,1,0m
0.1,0.199,BiGNA,1,0m
0.1,0.214,BiGNA,1,0m
0.1,0.181,BiGNA,1,0m
0.1,0.256,BiGNA,1,0m
0.1,0.241,BiGNA,1,0m
0.1,0.211,BiGNA,1,0m
0.1,0.276,BiGNA,1,0m
0.1,0.232,BiGNA,1,0m
0.1,0.194,BiGNA,1,0m
0.1,0.285,BiGNA,1,0m
0.1,0.239,BiGNA,1,0m
0.1,0.263,BiGNA,1,0m
0.1,0.193,BiGNA,1,0m
0.1,0.304,BiGNA,1,0m
0.1,0.216,BiGNA,1,0m
0.1,0.211,BiGNA,1,0m
0.1,0.171,BiGNA,1,0m
0.1,0.208,BiGNA,1,0m
0.1,0.213,BiGNA,1,0m
0.1,0.17,BiGNA,1,0m
0.1,0.206,BiGNA,1,0m
0.1,0.175,BiGNA,1,0m
0.1,0.242,BiGNA,1,0m
0.1,0.163,BiGNA,1,0m
0.1,0.257,BiGNA,1,0m
0.1,0.262,BiGNA,1,0m
0.1,0.199,BiGNA,1,0m
0.1,0.234,BiGNA,1,0m
0.1,0.292,BiGNA,1,0m
0.1,0.271,BiGNA,1,0m
0.1,0.216,BiGNA,1,0m
0.1,0.212,BiGNA,1,0m
0.1,0.224,BiGNA,1,0m
0.1,0.18,BiGNA,1,0m
0.1,0.238,BiGNA,1,0m
0.1,0.182,BiGNA,1,0m
0.1,0.241,BiGNA,1,0m
0.1,0.238,BiGNA,1,0m
0.1,0.218,BiGNA,1,0r
0.1,0.286,BiGNA,1,0r
0.1,0.189,BiGNA,1,0r
0.1,0.188,BiGNA,1,0r
0.1,0.256,BiGNA,1,0r
0.1,0.211,BiGNA,1,0r
0.1,0.172,BiGNA,1,0r
0.1,0.135,BiGNA,1,0r
0.1,0.181,BiGNA,1,0r
0.1,0.181,BiGNA,1,0r
0.1,0.17,BiGNA,1,0r
0.1,0.214,BiGNA,1,0r
0.1,0.237,BiGNA,1,0r
0.1,0.207,BiGNA,1,0r
0.1,0.159,BiGNA,1,0r
0.1,0.198,BiGNA,1,0r
0.1,0.231,BiGNA,1,0r
0.1,0.238,BiGNA,1,0r
0.1,0.246,BiGNA,1,0r
0.1,0.314,BiGNA,1,0r
0.1,0.257,BiGNA,1,0r
0.1,0.285,BiGNA,1,0r
0.1,0.235,BiGNA,1,0r
0.1,0.253,BiGNA,1,0r
0.1,0.318,BiGNA,1,0r
0.1,0.18,BiGNA,1,0r
0.1,0.239,BiGNA,1,0r
0.1,0.181,BiGNA,1,0r
0.1,0.196,BiGNA,1,0r
0.1,0.209,BiGNA,1,0r
0.1,0.214,BiGNA,1,0r
0.1,0.276,BiGNA,1,0r
0.1,0.202,BiGNA,1,0r
0.1,0.172,BiGNA,1,0r
0.1,0.182,BiGNA,1,0r
0.1,0.233,BiGNA,1,0r
0.1,0.141,BiGNA,1,0r
0.1,0.163,BiGNA,1,0r
0.1,0.151,BiGNA,1,0r
0.1,0.218,BiGNA,1,0r
0.1,0.172,BiGNA,1,0r
0.1,0.215,BiGNA,1,0r
0.1,0.242,BiGNA,1,0r
0.1,0.151,BiGNA,1,0r
0.1,0.238,BiGNA,1,0r
0.1,0.164,BiGNA,1,0r
0.1,0.179,BiGNA,1,0r
0.1,0.187,BiGNA,1,0r
0.1,0.212,BiGNA,1,0r
0.1,0.204,BiGNA,1,0r
0.1,0.241,BiGNA,1,0r
0.1,0.162,BiGNA,1,0r
0.1,0.206,BiGNA,1,0r
0.1,0.243,BiGNA,1,0r
0.1,0.189,BiGNA,1,0r
0.1,0.195,BiGNA,1,0r
0.1,0.257,BiGNA,1,0r
0.1,0.158,BiGNA,1,0r
0.1,0.143,BiGNA,1,0r
0.1,0.179,BiGNA,1,0r
0.1,0.228,BiGNA,1,0r
0.1,0.159,BiGNA,1,0r
0.1,0.199,BiGNA,1,0r
0.1,0.214,BiGNA,1,0r
0.1,0.181,BiGNA,1,0r
0.1,0.256,BiGNA,1,0r
0.1,0.241,BiGNA,1,0r
0.1,0.211,BiGNA,1,0r
0.1,0.276,BiGNA,1,0r
0.1,0.232,BiGNA,1,0r
0.1,0.194,BiGNA,1,0r
0.1,0.285,BiGNA,1,0r
0.1,0.239,BiGNA,1,0r
0.1,0.263,BiGNA,1,0r
0.1,0.193,BiGNA,1,0r
0.1,0.304,BiGNA,1,0r
0.1,0.216,BiGNA,1,0r
0.1,0.211,BiGNA,1,0r
0.1,0.171,BiGNA,1,0r
0.1,0.208,BiGNA,1,0r
0.1,0.213,BiGNA,1,0r
0.1,0.17,BiGNA,1,0r
0.1,0.206,BiGNA,1,0r
0.1,0.175,BiGNA,1,0r
0.1,0.242,BiGNA,1,0r
0.1,0.163,BiGNA,1,0r
0.1,0.257,BiGNA,1,0r
0.1,0.262,BiGNA,1,0r
0.1,0.199,BiGNA,1,0r
0.1,0.234,BiGNA,1,0r
0.1,0.292,BiGNA,1,0r
0.1,0.271,BiGNA,1,0r
0.1,0.216,BiGNA,1,0r
0.1,0.212,BiGNA,1,0r
0.1,0.224,BiGNA,1,0r
0.1,0.18,BiGNA,1,0r
0.1,0.238,BiGNA,1,0r
0.1,0.182,BiGNA,1,0r
0.1,0.241,BiGNA,1,0r
0.1,0.238,BiGNA,1,0r
0.5,0.546,BARD,1,0m
0.5,0.159,BARD,1,0m
0.5,0.544,BARD,1,0m
0.5,0.82,BARD,1,0m
0.5,0.699,BARD,1,0m
0.5,0.115,BARD,1,0m
0.5,0.271,BARD,1,0m
0.5,0.613,BARD,1,0m
0.5,0.171,BARD,1,0m
0.5,0.156,BARD,1,0m
0.5,0.2,BARD,1,0m
0.5,0.212,BARD,1,0m
0.5,0.203,BARD,1,0m
0.5,0.695,BARD,1,0m
0.5,0.104,BARD,1,0m
0.5,0.232,BARD,1,0m
0.5,0.735,BARD,1,0m
0.5,0.141,BARD,1,0m
0.5,0.332,BARD,1,0m
0.5,0.61,BARD,1,0m
0.5,0.23,BARD,1,0m
0.5,0.554,BARD,1,0m
0.5,0.27,BARD,1,0m
0.5,0.128,BARD,1,0m
0.5,0.223,BARD,1,0m
0.5,0.417,BARD,1,0m
0.5,0.319,BARD,1,0m
0.5,0.224,BARD,1,0m
0.5,0.1,BARD,1,0m
0.5,0.188,BARD,1,0m
0.5,0.328,BARD,1,0m
0.5,0.224,BARD,1,0m
0.5,0.191,BARD,1,0m
0.5,0.358,BARD,1,0m
0.5,0.496,BARD,1,0m
0.5,0.155,BARD,1,0m
0.5,0.3292806484295846,BARD,1,0m
0.5,0.544,BARD,1,0m
0.5,0.469,BARD,1,0m
0.5,0.15,BARD,1,0m
0.5,0.197,BARD,1,0m
0.5,0.204,BARD,1,0m
0.5,0.167,BARD,1,0m
0.5,0.461,BARD,1,0m
0.5,0.28,BARD,1,0m
0.5,0.239,BARD,1,0m
0.5,0.242,BARD,1,0m
0.5,0.163,BARD,1,0m
0.5,0.162,BARD,1,0m
0.5,0.325,BARD,1,0m
0.5,0.188,BARD,1,0m
0.5,0.624,BARD,1,0m
0.5,0.25,BARD,1,0m
0.5,0.202,BARD,1,0m
0.5,0.69,BARD,1,0m
0.5,0.339,BARD,1,0m
0.5,0.398,BARD,1,0m
0.5,0.219,BARD,1,0m
0.5,0.165,BARD,1,0m
0.5,0.796,BARD,1,0m
0.5,0.196,BARD,1,0m
0.5,0.166,BARD,1,0m
0.5,0.432,BARD,1,0m
0.5,0.22,BARD,1,0m
0.5,0.161,BARD,1,0m
0.5,0.764,BARD,1,0m
0.5,0.202,BARD,1,0m
0.5,0.40728831725616294,BARD,1,0m
0.5,0.649,BARD,1,0m
0.5,0.661,BARD,1,0m
0.5,0.234,BARD,1,0m
0.5,0.217,BARD,1,0m
0.5,0.16,BARD,1,0m
0.5,0.147,BARD,1,0m
0.5,0.266,BARD,1,0m
0.5,0.177,BARD,1,0m
0.5,0.198,BARD,1,0m
0.5,0.42,BARD,1,0m
0.5,0.187,BARD,1,0m
0.5,0.224,BARD,1,0m
0.5,0.451,BARD,1,0m
0.5,0.11,BARD,1,0m
0.5,0.171,BARD,1,0m
0.5,0.554,BARD,1,0m
0.5,0.219,BARD,1,0m
0.5,0.179,BARD,1,0m
0.5,0.17,BARD,1,0m
0.5,0.132,BARD,1,0m
0.5,0.679,BARD,1,0m
0.5,0.19,BARD,1,0m
0.5,0.227,BARD,1,0m
0.5,0.269,BARD,1,0m
0.5,0.159,BARD,1,0m
0.5,0.382,BARD,1,0m
0.5,0.385,BARD,1,0m
0.5,0.217,BARD,1,0m
0.5,0.605,BARD,1,0m
0.5,0.293,BARD,1,0m
0.5,0.287,BARD,1,0m
0.5,0.586,BARD,1,0m
0.5,0.546,BARD,1,0r
0.5,0.159,BARD,1,0r
0.5,0.544,BARD,1,0r
0.5,0.82,BARD,1,0r
0.5,0.699,BARD,1,0r
0.5,0.115,BARD,1,0r
0.5,0.271,BARD,1,0r
0.5,0.613,BARD,1,0r
0.5,0.171,BARD,1,0r
0.5,0.156,BARD,1,0r
0.5,0.2,BARD,1,0r
0.5,0.212,BARD,1,0r
0.5,0.203,BARD,1,0r
0.5,0.695,BARD,1,0r
0.5,0.104,BARD,1,0r
0.5,0.232,BARD,1,0r
0.5,0.735,BARD,1,0r
0.5,0.141,BARD,1,0r
0.5,0.332,BARD,1,0r
0.5,0.61,BARD,1,0r
0.5,0.23,BARD,1,0r
0.5,0.554,BARD,1,0r
0.5,0.27,BARD,1,0r
0.5,0.128,BARD,1,0r
0.5,0.223,BARD,1,0r
0.5,0.417,BARD,1,0r
0.5,0.319,BARD,1,0r
0.5,0.224,BARD,1,0r
0.5,0.1,BARD,1,0r
0.5,0.188,BARD,1,0r
0.5,0.328,BARD,1,0r
0.5,0.224,BARD,1,0r
0.5,0.191,BARD,1,0r
0.5,0.358,BARD,1,0r
0.5,0.496,BARD,1,0r
0.5,0.155,BARD,1,0r
0.5,0.3292806484295846,BARD,1,0r
0.5,0.544,BARD,1,0r
0.5,0.469,BARD,1,0r
0.5,0.15,BARD,1,0r
0.5,0.197,BARD,1,0r
0.5,0.204,BARD,1,0r
0.5,0.167,BARD,1,0r
0.5,0.461,BARD,1,0r
0.5,0.28,BARD,1,0r
0.5,0.239,BARD,1,0r
0.5,0.242,BARD,1,0r
0.5,0.163,BARD,1,0r
0.5,0.162,BARD,1,0r
0.5,0.325,BARD,1,0r
0.5,0.188,BARD,1,0r
0.5,0.624,BARD,1,0r
0.5,0.25,BARD,1,0r
0.5,0.202,BARD,1,0r
0.5,0.69,BARD,1,0r
0.5,0.339,BARD,1,0r
0.5,0.398,BARD,1,0r
0.5,0.219,BARD,1,0r
0.5,0.165,BARD,1,0r
0.5,0.796,BARD,1,0r
0.5,0.196,BARD,1,0r
0.5,0.166,BARD,1,0r
0.5,0.432,BARD,1,0r
0.5,0.22,BARD,1,0r
0.5,0.161,BARD,1,0r
0.5,0.764,BARD,1,0r
0.5,0.202,BARD,1,0r
0.5,0.40728831725616294,BARD,1,0r
0.5,0.649,BARD,1,0r
0.5,0.661,BARD,1,0r
0.5,0.234,BARD,1,0r
0.5,0.217,BARD,1,0r
0.5,0.16,BARD,1,0r
0.5,0.147,BARD,1,0r
0.5,0.266,BARD,1,0r
0.5,0.177,BARD,1,0r
0.5,0.198,BARD,1,0r
0.5,0.42,BARD,1,0r
0.5,0.187,BARD,1,0r
0.5,0.224,BARD,1,0r
0.5,0.451,BARD,1,0r
0.5,0.11,BARD,1,0r
0.5,0.171,BARD,1,0r
0.5,0.554,BARD,1,0r
0.5,0.219,BARD,1,0r
0.5,0.179,BARD,1,0r
0.5,0.17,BARD,1,0r
0.5,0.132,BARD,1,0r
0.5,0.679,BARD,1,0r
0.5,0.19,BARD,1,0r
0.5,0.227,BARD,1,0r
0.5,0.269,BARD,1,0r
0.5,0.159,BARD,1,0r
0.5,0.382,BARD,1,0r
0.5,0.385,BARD,1,0r
0.5,0.217,BARD,1,0r
0.5,0.605,BARD,1,0r
0.5,0.293,BARD,1,0r
0.5,0.287,BARD,1,0r
0.5,0.586,BARD,1,0r
3.0,0.145,tMEAN,1,0r
3.0,0.39,tMEAN,1,0r
3.0,0.396,tMEAN,1,0r
3.0,0.268,tMEAN,1,0r
3.0,0.203,tMEAN,1,0r
3.0,0.373,tMEAN,1,0r
3.0,0.543,tMEAN,1,0r
3.0,0.18,tMEAN,1,0r
3.0,0.23,tMEAN,1,0r
3.0,0.574,tMEAN,1,0r
3.0,0.697,tMEAN,1,0r
3.0,0.783,tMEAN,1,0r
3.0,0.974,tMEAN,1,0r
3.0,0.919,tMEAN,1,0r
3.0,0.207,tMEAN,1,0r
3.0,0.461,tMEAN,1,0r
3.0,0.346,tMEAN,1,0r
3.0,0.968,tMEAN,1,0r
3.0,0.956,tMEAN,1,0r
3.0,0.676,tMEAN,1,0r
3.0,0.066,tMEAN,1,0r
3.0,0.26,tMEAN,1,0r
3.0,0.181,tMEAN,1,0r
3.0,0.603,tMEAN,1,0r
3.0,0.788,tMEAN,1,0r
3.0,0.987,tMEAN,1,0r
3.0,0.107,tMEAN,1,0r
3.0,0.153,tMEAN,1,0r
3.0,0.729,tMEAN,1,0r
3.0,0.413,tMEAN,1,0r
3.0,0.502,tMEAN,1,0r
3.0,0.422,tMEAN,1,0r
3.0,0.618,tMEAN,1,0r
3.0,0.693,tMEAN,1,0r
3.0,0.337,tMEAN,1,0r
3.0,0.308,tMEAN,1,0r
3.0,0.375,tMEAN,1,0r
3.0,0.14,tMEAN,1,0r
3.0,0.078,tMEAN,1,0r
3.0,0.419,tMEAN,1,0r
3.0,0.209,tMEAN,1,0r
3.0,0.543,tMEAN,1,0r
3.0,0.983,tMEAN,1,0r
3.0,0.216,tMEAN,1,0r
3.0,0.972,tMEAN,1,0r
3.0,0.111,tMEAN,1,0r
3.0,0.247,tMEAN,1,0r
3.0,0.753,tMEAN,1,0r
3.0,0.989,tMEAN,1,0r
3.0,0.196,tMEAN,1,0r
3.0,0.108,tMEAN,1,0r
3.0,0.359,tMEAN,1,0r
3.0,0.072,tMEAN,1,0r
3.0,0.64,tMEAN,1,0r
3.0,0.412,tMEAN,1,0r
3.0,0.504,tMEAN,1,0r
3.0,0.978,tMEAN,1,0r
3.0,0.993,tMEAN,1,0r
3.0,0.277,tMEAN,1,0r
3.0,0.179,tMEAN,1,0r
3.0,0.99,tMEAN,1,0r
3.0,0.218,tMEAN,1,0r
3.0,0.134,tMEAN,1,0r
3.0,0.342,tMEAN,1,0r
3.0,0.431,tMEAN,1,0r
3.0,0.316,tMEAN,1,0r
3.0,0.671,tMEAN,1,0r
3.0,0.292,tMEAN,1,0r
3.0,0.445,tMEAN,1,0r
3.0,0.133,tMEAN,1,0r
3.0,0.568,tMEAN,1,0r
3.0,0.152,tMEAN,1,0r
3.0,0.74,tMEAN,1,0r
3.0,0.194,tMEAN,1,0r
3.0,0.344,tMEAN,1,0r
3.0,0.442,tMEAN,1,0r
3.0,0.356,tMEAN,1,0r
3.0,0.605,tMEAN,1,0r
3.0,0.889,tMEAN,1,0r
3.0,0.765,tMEAN,1,0r
3.0,0.172,tMEAN,1,0r
3.0,0.583,tMEAN,1,0r
3.0,0.907,tMEAN,1,0r
3.0,0.891,tMEAN,1,0r
3.0,0.996,tMEAN,1,0r
3.0,0.173,tMEAN,1,0r
3.0,0.985,tMEAN,1,0r
3.0,0.52,tMEAN,1,0r
3.0,0.131,tMEAN,1,0r
3.0,0.498,tMEAN,1,0r
3.0,0.4,tMEAN,1,0r
3.0,0.984,tMEAN,1,0r
3.0,0.709,tMEAN,1,0r
3.0,0.708,tMEAN,1,0r
3.0,0.513,tMEAN,1,0r
3.0,0.771,tMEAN,1,0r
3.0,0.174,tMEAN,1,0r
3.0,0.418,tMEAN,1,0r
3.0,0.316,tMEAN,1,0r
3.0,0.574,tMEAN,1,0r
0.1,0.205,rMED,1,0r
0.1,0.236,rMED,1,0r
0.1,0.209,rMED,1,0r
0.1,0.175,rMED,1,0r
0.1,0.232,rMED,1,0r
0.1,0.227,rMED,1,0r
0.1,0.175,rMED,1,0r
0.1,0.2,rMED,1,0r
0.1,0.248,rMED,1,0r
0.1,0.197,rMED,1,0r
0.1,0.212,rMED,1,0r
0.1,0.186,rMED,1,0r
0.1,0.262,rMED,1,0r
0.1,0.245,rMED,1,0r
0.1,0.133,rMED,1,0r
0.1,0.141,rMED,1,0r
0.1,0.242,rMED,1,0r
0.1,0.165,rMED,1,0r
0.1,0.192,rMED,1,0r
0.1,0.227,rMED,1,0r
0.1,0.308,rMED,1,0r
0.1,0.23,rMED,1,0r
0.1,0.218,rMED,1,0r
0.1,0.2,rMED,1,0r
0.1,0.312,rMED,1,0r
0.1,0.144,rMED,1,0r
0.1,0.264,rMED,1,0r
0.1,0.151,rMED,1,0r
0.1,0.146,rMED,1,0r
0.1,0.198,rMED,1,0r
0.1,0.167,rMED,1,0r
0.1,0.197,rMED,1,0r
0.1,0.201,rMED,1,0r
0.1,0.18,rMED,1,0r
0.1,0.187,rMED,1,0r
0.1,0.163,rMED,1,0r
0.1,0.2,rMED,1,0r
0.1,0.304,rMED,1,0r
0.1,0.193,rMED,1,0r
0.1,0.224,rMED,1,0r
0.1,0.24,rMED,1,0r
0.1,0.3,rMED,1,0r
0.1,0.248,rMED,1,0r
0.1,0.259,rMED,1,0r
0.1,0.242,rMED,1,0r
0.1,0.127,rMED,1,0r
0.1,0.145,rMED,1,0r
0.1,0.271,rMED,1,0r
0.1,0.224,rMED,1,0r
0.1,0.229,rMED,1,0r
0.1,0.288,rMED,1,0r
0.1,0.244,rMED,1,0r
0.1,0.2,rMED,1,0r
0.1,0.234,rMED,1,0r
0.1,0.191,rMED,1,0r
0.1,0.239,rMED,1,0r
0.1,0.173,rMED,1,0r
0.1,0.158,rMED,1,0r
0.1,0.209,rMED,1,0r
0.1,0.246,rMED,1,0r
0.1,0.24,rMED,1,0r
0.1,0.14,rMED,1,0r
0.1,0.23,rMED,1,0r
0.1,0.277,rMED,1,0r
0.1,0.193,rMED,1,0r
0.1,0.249,rMED,1,0r
0.1,0.277,rMED,1,0r
0.1,0.181,rMED,1,0r
0.1,0.249,rMED,1,0r
0.1,0.217,rMED,1,0r
0.1,0.231,rMED,1,0r
0.1,0.293,rMED,1,0r
0.1,0.229,rMED,1,0r
0.1,0.285,rMED,1,0r
0.1,0.241,rMED,1,0r
0.1,0.184,rMED,1,0r
0.1,0.264,rMED,1,0r
0.1,0.211,rMED,1,0r
0.1,0.101,rMED,1,0r
0.1,0.247,rMED,1,0r
0.1,0.291,rMED,1,0r
0.1,0.343,rMED,1,0r
0.1,0.201,rMED,1,0r
0.1,0.221,rMED,1,0r
0.1,0.204,rMED,1,0r
0.1,0.184,rMED,1,0r
0.1,0.287,rMED,1,0r
0.1,0.288,rMED,1,0r
0.1,0.256,rMED,1,0r
0.1,0.203,rMED,1,0r
0.1,0.403,rMED,1,0r
0.1,0.207,rMED,1,0r
0.1,0.21,rMED,1,0r
0.1,0.252,rMED,1,0r
0.1,0.258,rMED,1,0r
0.1,0.182,rMED,1,0r
0.1,0.168,rMED,1,0r
0.1,0.308,rMED,1,0r
0.1,0.166,rMED,1,0r
0.1,0.226,rMED,1,0r
3.0,0.218,RepeatChoice,1,0r
3.0,0.937,RepeatChoice,1,0r
3.0,0.391,RepeatChoice,1,0r
3.0,0.149,RepeatChoice,1,0r
3.0,0.11,RepeatChoice,1,0r
3.0,0.974,RepeatChoice,1,0r
3.0,0.451,RepeatChoice,1,0r
3.0,0.315,RepeatChoice,1,0r
3.0,0.058,RepeatChoice,1,0r
3.0,0.379,RepeatChoice,1,0r
3.0,0.427,RepeatChoice,1,0r
3.0,0.545,RepeatChoice,1,0r
3.0,0.778,RepeatChoice,1,0r
3.0,0.802,RepeatChoice,1,0r
3.0,0.378,RepeatChoice,1,0r
3.0,0.361,RepeatChoice,1,0r
3.0,0.069,RepeatChoice,1,0r
3.0,0.249,RepeatChoice,1,0r
3.0,0.854,RepeatChoice,1,0r
3.0,0.57,RepeatChoice,1,0r
3.0,0.209,RepeatChoice,1,0r
3.0,0.221,RepeatChoice,1,0r
3.0,0.241,RepeatChoice,1,0r
3.0,0.222,RepeatChoice,1,0r
3.0,1.0,RepeatChoice,1,0r
3.0,0.235,RepeatChoice,1,0r
3.0,0.101,RepeatChoice,1,0r
3.0,0.132,RepeatChoice,1,0r
3.0,0.682,RepeatChoice,1,0r
3.0,0.394,RepeatChoice,1,0r
3.0,0.07,RepeatChoice,1,0r
3.0,0.047,RepeatChoice,1,0r
3.0,0.984,RepeatChoice,1,0r
3.0,0.331,RepeatChoice,1,0r
3.0,0.332,RepeatChoice,1,0r
3.0,0.333,RepeatChoice,1,0r
3.0,0.055,RepeatChoice,1,0r
3.0,0.106,RepeatChoice,1,0r
3.0,0.34,RepeatChoice,1,0r
3.0,0.244,RepeatChoice,1,0r
3.0,0.237,RepeatChoice,1,0r
3.0,0.262,RepeatChoice,1,0r
3.0,0.048,RepeatChoice,1,0r
3.0,0.775,RepeatChoice,1,0r
3.0,0.255,RepeatChoice,1,0r
3.0,0.114,RepeatChoice,1,0r
3.0,0.115,RepeatChoice,1,0r
3.0,0.232,RepeatChoice,1,0r
3.0,0.236,RepeatChoice,1,0r
3.0,0.333,RepeatChoice,1,0r
3.0,0.227,RepeatChoice,1,0r
3.0,0.151,RepeatChoice,1,0r
3.0,0.058,RepeatChoice,1,0r
3.0,0.572,RepeatChoice,1,0r
3.0,0.76,RepeatChoice,1,0r
3.0,0.489,RepeatChoice,1,0r
3.0,0.868,RepeatChoice,1,0r
3.0,0.257,RepeatChoice,1,0r
3.0,0.122,RepeatChoice,1,0r
3.0,0.594,RepeatChoice,1,0r
3.0,1.0,RepeatChoice,1,0r
3.0,0.074,RepeatChoice,1,0r
3.0,0.356,RepeatChoice,1,0r
3.0,0.167,RepeatChoice,1,0r
3.0,0.09,RepeatChoice,1,0r
3.0,0.77,RepeatChoice,1,0r
3.0,0.802,RepeatChoice,1,0r
3.0,0.045,RepeatChoice,1,0r
3.0,0.525,RepeatChoice,1,0r
3.0,0.17,RepeatChoice,1,0r
3.0,0.086,RepeatChoice,1,0r
3.0,0.278,RepeatChoice,1,0r
3.0,0.752,RepeatChoice,1,0r
3.0,0.415,RepeatChoice,1,0r
3.0,0.353,RepeatChoice,1,0r
3.0,0.079,RepeatChoice,1,0r
3.0,0.244,RepeatChoice,1,0r
3.0,0.276,RepeatChoice,1,0r
3.0,0.86,RepeatChoice,1,0r
3.0,0.509,RepeatChoice,1,0r
3.0,0.399,RepeatChoice,1,0r
3.0,0.637,RepeatChoice,1,0r
3.0,0.502,RepeatChoice,1,0r
3.0,0.48,RepeatChoice,1,0r
3.0,0.53,RepeatChoice,1,0r
3.0,0.223,RepeatChoice,1,0r
3.0,0.487,RepeatChoice,1,0r
3.0,0.83,RepeatChoice,1,0r
3.0,0.263,RepeatChoice,1,0r
3.0,0.683,RepeatChoice,1,0r
3.0,0.904,RepeatChoice,1,0r
3.0,0.061,RepeatChoice,1,0r
3.0,0.668,RepeatChoice,1,0r
3.0,0.194,RepeatChoice,1,0r
3.0,0.291,RepeatChoice,1,0r
3.0,0.116,RepeatChoice,1,0r
3.0,0.374,RepeatChoice,1,0r
3.0,0.36,RepeatChoice,1,0r
3.0,0.326,RepeatChoice,1,0r
3.0,0.392,RepeatChoice,1,0r
3.0,0.264,rGEO,1,0r
3.0,0.516,rGEO,1,0r
3.0,0.408,rGEO,1,0r
3.0,0.531,rGEO,1,0r
3.0,0.377,rGEO,1,0r
3.0,0.799,rGEO,1,0r
3.0,0.648,rGEO,1,0r
3.0,0.373,rGEO,1,0r
3.0,0.386,rGEO,1,0r
3.0,0.549,rGEO,1,0r
3.0,0.487,rGEO,1,0r
3.0,0.885,rGEO,1,0r
3.0,0.817,rGEO,1,0r
3.0,0.847,rGEO,1,0r
3.0,0.402,rGEO,1,0r
3.0,0.433,rGEO,1,0r
3.0,0.664,rGEO,1,0r
3.0,0.658,rGEO,1,0r
3.0,0.563,rGEO,1,0r
3.0,0.466,rGEO,1,0r
3.0,0.208,rGEO,1,0r
3.0,0.349,rGEO,1,0r
3.0,0.381,rGEO,1,0r
3.0,0.639,rGEO,1,0r
3.0,0.794,rGEO,1,0r
3.0,0.719,rGEO,1,0r
3.0,0.223,rGEO,1,0r
3.0,0.532,rGEO,1,0r
3.0,0.584,rGEO,1,0r
3.0,0.459,rGEO,1,0r
3.0,0.929,rGEO,1,0r
3.0,0.616,rGEO,1,0r
3.0,0.819,rGEO,1,0r
3.0,0.453,rGEO,1,0r
3.0,0.294,rGEO,1,0r
3.0,0.461,rGEO,1,0r
3.0,0.439,rGEO,1,0r
3.0,0.233,rGEO,1,0r
3.0,0.248,rGEO,1,0r
3.0,0.805,rGEO,1,0r
3.0,0.322,rGEO,1,0r
3.0,0.767,rGEO,1,0r
3.0,0.662,rGEO,1,0r
3.0,0.971,rGEO,1,0r
3.0,0.407,rGEO,1,0r
3.0,0.282,rGEO,1,0r
3.0,0.61,rGEO,1,0r
3.0,0.75,rGEO,1,0r
3.0,0.335,rGEO,1,0r
3.0,0.422,rGEO,1,0r
3.0,0.332,rGEO,1,0r
3.0,0.701,rGEO,1,0r
3.0,0.344,rGEO,1,0r
3.0,0.727,rGEO,1,0r
3.0,0.831,rGEO,1,0r
3.0,0.345,rGEO,1,0r
3.0,0.842,rGEO,1,0r
3.0,0.957,rGEO,1,0r
